风机编号,厂商,集电线路,开始时间,结束时间,持续长度(min),状态码,冻结有功kW,冻结风速ms,同时冻结风机数,异常类型
192,金风,BING,2024-04-13 16:57:00,2024-04-13 17:06:00,10,3.0,-54.63,3.12,135,多机-大范围-短时
193,金风,BING,2024-04-13 16:57:00,2024-04-13 17:06:00,10,4.0,-35.85,3.42,135,多机-大范围-短时
194,金风,BING,2024-04-13 16:57:00,2024-04-13 17:06:00,10,4.0,-75.98,3.05,135,多机-大范围-短时
195,金风,BING,2024-04-13 16:57:00,2024-04-13 17:06:00,10,3.0,-33.29,2.94,135,多机-大范围-短时
196,金风,BING,2024-04-13 16:57:00,2024-04-13 17:06:00,10,6.0,-17.93,4.06,135,多机-大范围-短时
197,金风,BING,2024-04-13 16:57:00,2024-04-13 17:06:00,10,3.0,-30.73,3.4,135,多机-大范围-短时
198,金风,BING,2024-04-13 16:57:00,2024-04-13 17:06:00,10,3.0,-60.61,3.59,135,多机-大范围-短时
199,金风,BING,2024-04-13 16:57:00,2024-04-13 17:06:00,10,5.0,-65.73,2.46,135,多机-大范围-短时
196,金风,BING,2024-04-13 17:23:00,2024-04-13 18:22:00,60,6.0,-17.93,3.78,1,单机-长时
176,金风,BING,2024-04-13 20:08:00,2024-04-13 21:33:00,86,6.0,-7.68,6.23,1,单机-长时
90,明阳,WU,2024-04-14 09:50:00,2024-04-14 10:02:00,13,6.0,0.0,2.6186,1,单机-短时
167,明阳,BING,2024-04-14 09:54:00,2024-04-14 10:01:00,8,3.0,0.0,0.0,1,单机-短时
173,金风,BING,2024-04-14 11:48:00,2024-04-14 11:53:00,6,6.0,-13.66,4.95,1,单机-短时
192,金风,BING,2024-04-14 18:53:00,2024-04-14 19:37:00,45,6.0,-7.68,5.79,1,单机-长时
173,金风,BING,2024-04-14 21:14:00,2024-04-15 09:44:00,751,6.0,-5.98,4.36,1,单机-长时
175,金风,BING,2024-04-15 03:04:00,2024-04-15 03:24:00,21,6.0,-8.54,7.14,1,单机-长时
105,明阳,WU,2024-04-15 11:24:00,2024-04-15 11:31:00,8,6.0,0.0,3.062,1,单机-短时
97,明阳,WU,2024-04-15 12:04:00,2024-04-15 12:14:00,11,3.0,0.0,0.0,1,单机-短时
173,金风,BING,2024-04-15 21:54:00,2024-04-15 22:56:00,63,6.0,-6.83,5.55,1,单机-长时
173,金风,BING,2024-04-16 09:26:00,2024-04-16 09:58:00,33,6.0,-17.93,4.92,1,单机-长时
105,明阳,WU,2024-04-16 09:33:00,2024-04-16 09:37:00,5,6.0,0.0,4.8356,1,单机-短时
104,明阳,WU,2024-04-16 10:49:00,2024-04-16 10:53:00,5,3.0,0.0,0.0,1,单机-短时
97,明阳,WU,2024-04-16 11:50:00,2024-04-16 12:14:00,25,3.0,0.0,0.0,1,单机-长时
104,明阳,WU,2024-04-16 12:46:00,2024-04-16 14:05:00,80,6.0,0.0,1.2695,1,单机-长时
99,明阳,WU,2024-04-16 13:26:00,2024-04-16 13:30:00,5,6.0,0.0,1.5269,1,单机-短时
169,金风,BING,2024-04-16 13:55:00,2024-04-16 14:02:00,8,6.0,-5.12,0.63,1,单机-短时
104,明阳,WU,2024-04-16 14:06:00,2024-04-16 14:15:00,10,0.0,0.0,0.0,1,单机-短时
104,明阳,WU,2024-04-16 14:16:00,2024-04-16 15:19:00,64,6.0,0.0,0.0,1,单机-长时
169,金风,BING,2024-04-16 14:54:00,2024-04-16 15:00:00,7,6.0,-6.83,0.63,1,单机-短时
105,明阳,WU,2024-04-16 15:09:00,2024-04-16 16:33:00,85,6.0,0.0,2.3807,1,单机-长时
104,明阳,WU,2024-04-16 15:20:00,2024-04-17 00:20:00,541,0.0,0.0,0.0,1,单机-长时
198,金风,BING,2024-04-16 21:09:00,2024-04-16 21:42:00,34,6.0,-6.83,6.2,1,单机-长时
169,金风,BING,2024-04-16 21:47:00,2024-04-16 21:58:00,12,6.0,-6.83,6.75,1,单机-短时
173,金风,BING,2024-04-16 22:30:00,2024-04-16 22:34:00,5,6.0,-5.98,7.17,1,单机-短时
105,明阳,WU,2024-04-16 22:35:00,2024-04-16 22:49:00,15,0.0,0.0,0.0,2,多机-小范围-短时
173,金风,BING,2024-04-16 22:35:00,2024-04-16 23:28:00,54,6.0,-5.98,7.17,2,多机-小范围-长时
97,明阳,WU,2024-04-17 08:57:00,2024-04-17 09:03:00,7,5.0,0.0,0.0,1,单机-短时
180,金风,BING,2024-04-17 14:50:00,2024-04-17 18:27:00,218,6.0,-6.83,4.36,1,单机-长时
91,明阳,WU,2024-04-17 15:23:00,2024-04-17 16:24:00,62,6.0,0.0,1.0696,1,单机-长时
191,金风,BING,2024-04-17 16:52:00,2024-04-17 18:29:00,98,6.0,-7.68,4.46,1,单机-长时
107,明阳,WU,2024-04-17 19:32:00,2024-04-17 20:11:00,40,6.0,0.0,3.929,1,单机-长时
107,明阳,WU,2024-04-17 20:13:00,2024-04-17 20:52:00,40,6.0,0.0,3.929,1,单机-长时
182,金风,BING,2024-04-17 20:49:00,2024-04-17 20:53:00,5,6.0,-13.66,2.32,1,单机-短时
182,金风,BING,2024-04-17 20:54:00,2024-04-17 22:13:00,80,6.0,-13.66,2.32,1,单机-长时
187,金风,BING,2024-04-17 21:45:00,2024-04-17 23:02:00,78,6.0,-5.12,3.58,1,单机-长时
181,金风,BING,2024-04-17 22:09:00,2024-04-17 22:15:00,7,6.0,-8.54,3.92,1,单机-短时
91,明阳,WU,2024-04-19 00:58:00,2024-04-19 02:00:00,63,0.0,0.0,0.0,1,单机-长时
63,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1840.0,5.4939,135,多机-大范围-短时
64,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,2592.0,7.5098,135,多机-大范围-短时
65,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1238.0,8.3685,135,多机-大范围-短时
66,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1597.0,7.7214,135,多机-大范围-短时
67,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1434.0,8.3476,135,多机-大范围-短时
68,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,961.0,8.9255,135,多机-大范围-短时
69,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,2.0,961.0,4.9023,135,多机-大范围-短时
70,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,920.0,7.8794,135,多机-大范围-短时
71,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1533.0,8.5818,135,多机-大范围-短时
72,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,4.0,0.0,5.1841,135,多机-大范围-短时
73,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1475.9,7.3073,135,多机-大范围-短时
74,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,2796.0,7.972,135,多机-大范围-短时
75,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,858.0,4.7786,135,多机-大范围-短时
76,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,3309.0,8.0811,135,多机-大范围-短时
77,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1601.0,10.0163,135,多机-大范围-短时
78,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,2170.9,7.4705,135,多机-大范围-短时
79,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1128.0,7.9261,135,多机-大范围-短时
80,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1424.0,8.3868,135,多机-大范围-短时
81,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1144.0,7.3837,135,多机-大范围-短时
82,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1369.0,8.933,135,多机-大范围-短时
83,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,3665.0,9.2025,135,多机-大范围-短时
84,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1397.0,9.0302,135,多机-大范围-短时
85,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,4298.9,8.854,135,多机-大范围-短时
86,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,941.0,6.11,135,多机-大范围-短时
87,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,3958.0,9.1309,135,多机-大范围-短时
88,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,5376.0,7.7181,135,多机-大范围-短时
89,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,687.0,7.0801,135,多机-大范围-短时
90,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,3415.0,8.341,135,多机-大范围-短时
91,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,2362.0,9.4202,135,多机-大范围-短时
92,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,704.0,5.8988,135,多机-大范围-短时
93,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,5043.0,11.38,135,多机-大范围-短时
94,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,0.0,-35.0,8.3171,135,多机-大范围-短时
95,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,5379.9,7.0562,135,多机-大范围-短时
97,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,4134.0,10.9082,135,多机-大范围-短时
98,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,2795.0,7.4316,135,多机-大范围-短时
99,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,3143.0,10.1384,135,多机-大范围-短时
100,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,4716.0,8.3604,135,多机-大范围-短时
101,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,4733.0,8.6589,135,多机-大范围-短时
102,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,3776.0,10.9049,135,多机-大范围-短时
103,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,4338.0,9.2318,135,多机-大范围-短时
104,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,4687.0,12.2493,135,多机-大范围-短时
105,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,2414.0,5.4421,135,多机-大范围-短时
106,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1626.0,10.638,135,多机-大范围-短时
107,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,3170.0,8.2975,135,多机-大范围-短时
108,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,3781.0,6.276,135,多机-大范围-短时
109,明阳,WU,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,3693.0,7.7533,135,多机-大范围-短时
110,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,110.0,0.0,6.845,135,多机-大范围-短时
111,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,3085.6,8.194,135,多机-大范围-短时
112,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,110.0,0.0,5.091,135,多机-大范围-短时
113,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,1616.31,5.536,135,多机-大范围-短时
114,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,1233.6,4.677,135,多机-大范围-短时
115,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,102.0,2129.44,7.717,135,多机-大范围-短时
116,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,1502.57,6.006,135,多机-大范围-短时
117,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,110.0,-17.0,4.607,135,多机-大范围-短时
118,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,2182.8,6.776,135,多机-大范围-短时
120,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,110.0,0.0,3.956,135,多机-大范围-短时
121,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,101.0,2799.37,7.469,135,多机-大范围-短时
122,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,110.0,0.0,9.429,135,多机-大范围-短时
123,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,101.0,1401.58,5.444,135,多机-大范围-短时
124,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,101.0,796.21,4.435,135,多机-大范围-短时
125,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,2634.86,9.411,135,多机-大范围-短时
126,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,101.0,2676.51,8.258,135,多机-大范围-短时
127,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,1653.01,5.99,135,多机-大范围-短时
128,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,2584.76,7.289,135,多机-大范围-短时
129,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,110.0,0.0,6.227,135,多机-大范围-短时
130,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,110.0,0.0,6.981,135,多机-大范围-短时
131,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,110.0,0.0,6.405,135,多机-大范围-短时
132,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,2774.94,7.146,135,多机-大范围-短时
133,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,110.0,0.0,7.167,135,多机-大范围-短时
134,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,4358.18,9.407,135,多机-大范围-短时
135,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,110.0,0.0,6.755,135,多机-大范围-短时
136,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,110.0,0.0,5.942,135,多机-大范围-短时
137,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,103.0,2266.725,6.187,135,多机-大范围-短时
138,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,1548.46,5.281,135,多机-大范围-短时
139,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,3003.93,9.334,135,多机-大范围-短时
140,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,101.0,2988.54,7.45,135,多机-大范围-短时
141,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,4867.42,9.53,135,多机-大范围-短时
142,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,110.0,0.0,8.311,135,多机-大范围-短时
143,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,987.82,3.96,135,多机-大范围-短时
144,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,4513.029,8.153,135,多机-大范围-短时
145,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,103.0,686.72,5.609,135,多机-大范围-短时
146,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,101.0,4146.79,9.077,135,多机-大范围-短时
147,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,110.0,-22.96,5.693,135,多机-大范围-短时
148,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,4804.14,8.11,135,多机-大范围-短时
149,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,110.0,0.0,3.814,135,多机-大范围-短时
150,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,4954.69,9.743,135,多机-大范围-短时
151,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,3354.95,7.621,135,多机-大范围-短时
152,东气,DING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,106.0,5503.28,9.719,135,多机-大范围-短时
153,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1249.0,7.8891,135,多机-大范围-短时
154,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,735.0,5.4402,135,多机-大范围-短时
155,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1757.0,5.6162,135,多机-大范围-短时
156,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,2.0,734.0,3.7077,135,多机-大范围-短时
157,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,750.0,7.0378,135,多机-大范围-短时
158,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,435.0,2.5032,135,多机-大范围-短时
159,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,743.0,5.2344,135,多机-大范围-短时
160,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,931.0,8.1798,135,多机-大范围-短时
161,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,817.0,4.1356,135,多机-大范围-短时
162,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1427.9,5.1813,135,多机-大范围-短时
163,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,3595.0,9.6995,135,多机-大范围-短时
164,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,1603.0,8.4557,135,多机-大范围-短时
165,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,369.0,2.2706,135,多机-大范围-短时
166,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,792.0,4.6349,135,多机-大范围-短时
167,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,2444.0,7.317,135,多机-大范围-短时
168,明阳,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,1.0,2345.0,7.5,135,多机-大范围-短时
169,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,1292.43,6.3,135,多机-大范围-短时
170,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,2288.65,7.8,135,多机-大范围-短时
171,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,2485.84,6.93,135,多机-大范围-短时
172,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,1283.04,5.01,135,多机-大范围-短时
173,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,2668.52,6.86,135,多机-大范围-短时
174,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,3203.76,8.09,135,多机-大范围-短时
175,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,1430.72,7.75,135,多机-大范围-短时
176,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,2169.14,7.74,135,多机-大范围-短时
177,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,1711.58,6.61,135,多机-大范围-短时
178,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,2171.7,6.96,135,多机-大范围-短时
179,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,3825.22,8.54,135,多机-大范围-短时
180,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,3254.98,8.35,135,多机-大范围-短时
181,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,3043.28,8.06,135,多机-大范围-短时
182,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,1942.92,7.89,135,多机-大范围-短时
183,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,3042.42,8.01,135,多机-大范围-短时
184,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,2729.99,7.35,135,多机-大范围-短时
185,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,3222.54,7.86,135,多机-大范围-短时
186,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,1882.31,7.48,135,多机-大范围-短时
187,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,2141.82,8.1,135,多机-大范围-短时
188,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,3138.89,9.42,135,多机-大范围-短时
189,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,4088.15,8.42,135,多机-大范围-短时
190,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,5508.63,9.33,135,多机-大范围-短时
191,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,5121.92,8.62,135,多机-大范围-短时
192,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,4532.9,9.29,135,多机-大范围-短时
193,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,3785.1,9.36,135,多机-大范围-短时
194,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,4631.07,8.25,135,多机-大范围-短时
195,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,2619.86,4.51,135,多机-大范围-短时
196,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,1928.4,6.34,135,多机-大范围-短时
197,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,2992.06,7.29,135,多机-大范围-短时
198,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,2385.96,7.59,135,多机-大范围-短时
199,金风,BING,2024-04-19 17:02:00,2024-04-19 17:11:00,10,5.0,3849.98,8.17,135,多机-大范围-短时
63,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,1756.0,6.5482,135,多机-大范围-短时
64,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,735.0,3.6003,135,多机-大范围-短时
65,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,5168.0,10.4637,135,多机-大范围-短时
66,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,1050.0,6.4551,135,多机-大范围-短时
67,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,2871.0,8.5344,135,多机-大范围-短时
68,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3073.1,9.2774,135,多机-大范围-短时
69,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,500.0,11.6504,135,多机-大范围-短时
70,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3952.7998,9.7675,135,多机-大范围-短时
71,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,2900.0,8.8753,135,多机-大范围-短时
72,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,4.0,0.0,3.9573,135,多机-大范围-短时
73,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,2968.0,5.8721,135,多机-大范围-短时
74,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,6233.0,11.3997,135,多机-大范围-短时
75,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,6018.0,11.084,135,多机-大范围-短时
76,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,1759.9,10.3761,135,多机-大范围-短时
77,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,4041.0,10.1204,135,多机-大范围-短时
78,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3987.0,10.4652,135,多机-大范围-短时
79,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,3566.0,11.3218,135,多机-大范围-短时
80,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,3864.0,12.0391,135,多机-大范围-短时
81,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,3474.0,12.6012,135,多机-大范围-短时
82,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,3220.0,9.8583,135,多机-大范围-短时
83,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3597.0,9.9121,135,多机-大范围-短时
84,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,3465.0,12.5529,135,多机-大范围-短时
85,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,4.0,0.0,7.5534,135,多机-大范围-短时
86,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,4077.0,12.2363,135,多机-大范围-短时
87,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,3651.0,12.0573,135,多机-大范围-短时
88,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3013.0,7.015,135,多机-大范围-短时
89,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,4023.0,11.6211,135,多机-大范围-短时
90,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3641.0,12.5866,135,多机-大范围-短时
91,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3771.0,11.3724,135,多机-大范围-短时
92,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,3880.0,11.6689,135,多机-大范围-短时
93,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3897.0,13.3268,135,多机-大范围-短时
94,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,3851.0,15.7552,135,多机-大范围-短时
95,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3642.3003,10.5416,135,多机-大范围-短时
97,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,3809.0,6.071,135,多机-大范围-短时
98,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,3503.0,14.7591,135,多机-大范围-短时
99,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3393.0,10.5075,135,多机-大范围-短时
100,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3754.0,10.8875,135,多机-大范围-短时
101,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3635.0,7.8548,135,多机-大范围-短时
102,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3611.0,11.9759,135,多机-大范围-短时
103,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3724.9,15.0749,135,多机-大范围-短时
104,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,3078.0,8.7142,135,多机-大范围-短时
105,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,3548.0,10.3983,135,多机-大范围-短时
106,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,3754.0,10.4883,135,多机-大范围-短时
107,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,3596.0,11.9759,135,多机-大范围-短时
108,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,1.0,3468.0,14.8568,135,多机-大范围-短时
109,明阳,WU,2024-04-20 17:02:00,2024-04-20 17:11:00,10,2.0,4080.0,12.2283,135,多机-大范围-短时
