风机编号,厂商,集电线路,开始时间,结束时间,持续长度(min),状态码,冻结有功kW,冻结风速ms,同时冻结风机数,异常类型
100,明阳,WU,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,876.0,4.6298,118,多机-大范围-短时
101,明阳,WU,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,870.0,5.3939,118,多机-大范围-短时
102,明阳,WU,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,303.0,4.3837,118,多机-大范围-短时
103,明阳,WU,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,460.0,3.6458,118,多机-大范围-短时
104,明阳,WU,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,449.0,3.8997,118,多机-大范围-短时
105,明阳,WU,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,585.0,6.5755,118,多机-大范围-短时
106,明阳,WU,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,917.0,6.1393,118,多机-大范围-短时
107,明阳,WU,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,1115.0,6.9596,118,多机-大范围-短时
108,明阳,WU,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,1150.0,4.6094,118,多机-大范围-短时
109,明阳,WU,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,970.0,5.8073,118,多机-大范围-短时
110,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,101.0,1254.35,5.512,118,多机-大范围-短时
111,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1228.43,5.551,118,多机-大范围-短时
112,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1466.58,5.881,118,多机-大范围-短时
113,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,101.0,901.78,5.001,118,多机-大范围-短时
114,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,426.84,4.269,118,多机-大范围-短时
115,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,603.03,4.572,118,多机-大范围-短时
116,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1050.84,5.304,118,多机-大范围-短时
117,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1003.82,5.248,118,多机-大范围-短时
118,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,110.0,-40.79,6.615,118,多机-大范围-短时
119,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,110.0,-22.52,3.718,118,多机-大范围-短时
120,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1650.72,6.044,118,多机-大范围-短时
121,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,101.0,2556.94,6.998,118,多机-大范围-短时
122,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,110.0,0.0,4.615,118,多机-大范围-短时
123,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1037.64,5.306,118,多机-大范围-短时
124,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,110.0,-38.62,4.95,118,多机-大范围-短时
125,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1389.46,5.748,118,多机-大范围-短时
126,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1755.64,6.238,118,多机-大范围-短时
127,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,110.0,0.0,6.162,118,多机-大范围-短时
128,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,620.563,4.68,118,多机-大范围-短时
129,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,812.64,4.967,118,多机-大范围-短时
130,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1486.3,5.871,118,多机-大范围-短时
131,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,101.0,1012.88,5.223,118,多机-大范围-短时
132,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1132.76,5.395,118,多机-大范围-短时
133,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,101.0,1006.04,5.267,118,多机-大范围-短时
134,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1055.78,5.309,118,多机-大范围-短时
135,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,101.0,0.0,0.0,118,多机-大范围-短时
136,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,0.0,0.0,118,多机-大范围-短时
137,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,0.0,0.0,118,多机-大范围-短时
138,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,101.0,0.0,0.0,118,多机-大范围-短时
139,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,0.0,4.496,118,多机-大范围-短时
140,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,0.0,0.0,118,多机-大范围-短时
141,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,0.0,0.0,118,多机-大范围-短时
142,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,0.0,0.0,118,多机-大范围-短时
143,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,0.0,0.0,118,多机-大范围-短时
144,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,0.0,0.0,118,多机-大范围-短时
145,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1127.8,5.373,118,多机-大范围-短时
146,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1540.82,5.959,118,多机-大范围-短时
147,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,110.0,-31.49,4.581,118,多机-大范围-短时
148,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1919.28,6.402,118,多机-大范围-短时
149,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,0.0,0.0,118,多机-大范围-短时
150,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,2431.48,6.875,118,多机-大范围-短时
151,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,101.0,1531.52,5.945,118,多机-大范围-短时
152,东气,DING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,106.0,1559.03,5.967,118,多机-大范围-短时
155,明阳,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,1418.0,6.2557,118,多机-大范围-短时
156,明阳,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,1071.0,4.6029,118,多机-大范围-短时
158,明阳,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,1406.0,5.6838,118,多机-大范围-短时
160,明阳,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,653.0,6.6926,118,多机-大范围-短时
162,明阳,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,777.0,7.4316,118,多机-大范围-短时
164,明阳,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,1406.0,5.156,118,多机-大范围-短时
165,明阳,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,1389.0,7.8108,118,多机-大范围-短时
166,明阳,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,3.0,0.0,4.9458,118,多机-大范围-短时
167,明阳,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,562.0,4.9552,118,多机-大范围-短时
168,明阳,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,1.0,1195.0,6.2,118,多机-大范围-短时
169,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,927.92,5.59,118,多机-大范围-短时
170,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,933.04,5.41,118,多机-大范围-短时
171,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,966.34,5.43,118,多机-大范围-短时
172,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,634.26,5.29,118,多机-大范围-短时
173,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1149.87,5.72,118,多机-大范围-短时
174,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1012.43,5.72,118,多机-大范围-短时
175,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1458.89,6.15,118,多机-大范围-短时
176,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1214.75,5.56,118,多机-大范围-短时
177,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1650.11,6.19,118,多机-大范围-短时
178,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1499.02,6.15,118,多机-大范围-短时
179,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1289.02,6.12,118,多机-大范围-短时
180,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,966.34,5.83,118,多机-大范围-短时
181,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1443.53,6.2,118,多机-大范围-短时
182,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1337.68,6.18,118,多机-大范围-短时
183,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,2039.38,6.8,118,多机-大范围-短时
184,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1125.97,5.63,118,多机-大范围-短时
185,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,963.78,5.35,118,多机-大范围-短时
186,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1399.99,6.21,118,多机-大范围-短时
187,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,975.73,5.83,118,多机-大范围-短时
188,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,6.0,-5.12,7.56,118,多机-大范围-短时
189,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,806.7,5.53,118,多机-大范围-短时
190,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1819.99,6.99,118,多机-大范围-短时
191,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1632.19,6.73,118,多机-大范围-短时
192,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1726.09,6.73,118,多机-大范围-短时
193,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,555.73,3.82,118,多机-大范围-短时
194,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,795.61,5.69,118,多机-大范围-短时
195,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1162.68,5.87,118,多机-大范围-短时
196,金风,BING,2024-08-09 09:43:00,2024-08-09 09:47:00,5,5.0,1464.87,6.84,118,多机-大范围-短时
90,明阳,WU,2024-08-09 10:06:00,2024-08-09 10:17:00,12,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-09 10:16:00,2024-08-09 10:21:00,6,3.0,0.0,0.0,1,单机-短时
90,明阳,WU,2024-08-09 10:24:00,2024-08-09 10:31:00,8,1.0,0.0,0.0,1,单机-短时
82,明阳,WU,2024-08-09 10:33:00,2024-08-09 10:40:00,8,6.0,0.0,0.0,1,单机-短时
63,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,3.0,0.0,7.2859,115,多机-大范围-短时
64,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,721.0,5.1953,115,多机-大范围-短时
65,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,740.0,4.9606,115,多机-大范围-短时
66,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,1743.0,3.1217,115,多机-大范围-短时
67,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,799.0,5.9179,115,多机-大范围-短时
68,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,1080.0,5.3678,115,多机-大范围-短时
69,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,909.0,4.5508,115,多机-大范围-短时
70,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,532.0,4.8438,115,多机-大范围-短时
71,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,898.0,5.9167,115,多机-大范围-短时
72,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,878.0,6.1582,115,多机-大范围-短时
73,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,619.0,5.6153,115,多机-大范围-短时
74,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,653.0,5.0098,115,多机-大范围-短时
75,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,875.0,5.0456,115,多机-大范围-短时
76,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,759.0,4.8244,115,多机-大范围-短时
77,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,439.0,4.5354,115,多机-大范围-短时
78,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,335.0,4.1667,115,多机-大范围-短时
79,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,578.0,4.0917,115,多机-大范围-短时
80,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,1084.0,6.849,115,多机-大范围-短时
81,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,817.0,6.0938,115,多机-大范围-短时
83,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,711.0,4.8568,115,多机-大范围-短时
84,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,808.0,5.988,115,多机-大范围-短时
85,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,544.0,4.3839,115,多机-大范围-短时
86,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,647.0,4.821,115,多机-大范围-短时
89,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,470.0,4.2285,115,多机-大范围-短时
90,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,676.0,5.612,115,多机-大范围-短时
91,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,252.0,4.2437,115,多机-大范围-短时
92,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,588.0,4.9805,115,多机-大范围-短时
93,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,823.0,5.599,115,多机-大范围-短时
94,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,874.0,5.8105,115,多机-大范围-短时
95,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,1089.0,6.9867,115,多机-大范围-短时
97,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,749.0,3.9876,115,多机-大范围-短时
98,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,662.0,4.9743,115,多机-大范围-短时
99,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,599.0,2.5908,115,多机-大范围-短时
100,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,629.0,5.5869,115,多机-大范围-短时
101,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,789.0,5.0358,115,多机-大范围-短时
102,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,414.0,4.6193,115,多机-大范围-短时
103,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,591.0,4.6973,115,多机-大范围-短时
104,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,346.0,3.3822,115,多机-大范围-短时
105,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,783.0,4.9121,115,多机-大范围-短时
106,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,581.0,4.3034,115,多机-大范围-短时
107,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,760.0,4.196,115,多机-大范围-短时
108,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,954.0,4.7949,115,多机-大范围-短时
109,明阳,WU,2024-08-09 10:36:00,2024-08-09 10:40:00,5,1.0,572.0,3.7305,115,多机-大范围-短时
110,东气,DING,2024-08-09 10:36:00,2024-08-09 10:40:00,5,101.0,666.36,4.431,115,多机-大范围-短时
111,东气,DING,2024-08-09 10:36:00,2024-08-09 10:40:00,5,106.0,535.36,4.245,115,多机-大范围-短时
112,东气,DING,2024-08-09 10:36:00,2024-08-09 10:40:00,5,106.0,1107.65,5.353,115,多机-大范围-短时
113,东气,DING,2024-08-09 10:36:00,2024-08-09 10:40:00,5,101.0,1190.82,5.48,115,多机-大范围-短时
114,东气,DING,2024-08-09 10:36:00,2024-08-09 10:40:00,5,106.0,945.24,5.117,115,多机-大范围-短时
115,东气,DING,2024-08-09 10:36:00,2024-08-09 10:40:00,5,106.0,809.0,4.907,115,多机-大范围-短时
