region,bin_source,sigma_switch_threshold,P_left,P_right,P_med,sigma_local,n,base_bin_count,bin_width,min_bin_samples,line,line_name,scheme,power_col_for_prediction,power_threshold_axis,power_switch_threshold,fan_threshold_b
low,low_lookup,10.0,5.5,6.0,5.711,0.3588565204250494,533,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,6.0,6.5,6.230899999999999,0.3790208259701409,489,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,6.5,7.0,6.7379999999999995,0.3796345548091689,414,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,7.0,7.5,7.252,0.3567226433804337,465,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,7.5,8.0,7.72,0.4128769073762,454,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,8.0,8.5,8.219,0.38141514773279633,421,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,8.5,9.0,8.721,0.4380940495419884,297,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,9.0,9.5,9.253,0.5316773395235654,314,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
low,low_lookup,10.0,9.5,10.0,9.756,0.5300335831235294,320,1,0.5,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,10.0,20.0,14.541,0.6813787323272696,6747,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,20.0,30.0,24.566499999999998,1.2490173943607257,5132,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,30.0,40.0,35.154,1.5533229872624301,5721,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,40.0,50.0,44.8171,1.6154948007275398,5503,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,50.0,60.0,54.71795,1.6963264659199606,4488,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,60.0,70.0,64.9201,1.6862665192085078,4431,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,70.0,80.0,75.04220000000001,1.8750169997960087,3949,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,80.0,90.0,84.647,1.9312136691574218,3379,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,90.0,100.0,95.0651,2.100037165316435,3445,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,100.0,110.0,104.847,2.460326846883865,3031,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,110.0,120.0,115.11155,2.4614760998343934,2914,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,120.0,130.0,124.7279,2.637146818465984,2467,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,130.0,140.0,134.772,2.8824917262792797,2286,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,140.0,150.0,144.744,3.0504385661367803,2051,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,150.0,160.0,155.15955,3.169914921032941,1950,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,160.0,170.0,165.10784999999998,3.3208691921026046,2150,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,170.0,180.0,175.06310000000002,3.523469833755903,2488,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,180.0,190.0,184.6781,3.5881367482173494,2285,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,190.0,200.0,195.0509,3.6232496738822095,2221,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,200.0,210.0,204.8479,3.473474371804423,2285,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,210.0,220.0,214.601,4.038459884715883,2136,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,220.0,230.0,224.571,3.508414608810333,2130,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,230.0,240.0,235.341,3.691079345454713,2019,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,240.0,250.0,244.35865,4.200073522709042,1524,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,250.0,260.0,255.06740000000002,3.841368821894063,1414,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,260.0,270.0,265.1893,4.347350455178814,1173,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,270.0,280.0,275.875,3.3765338602677577,1675,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,280.0,290.0,285.0539,2.5211590869527867,2564,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,290.0,300.0,294.7748,2.0385092688928816,3669,1,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
high,high_fit_bins,10.0,300.0,320.0,306.9733,1.0114421947851056,2916,2,10.0,20,WU,戊（WU）,B,FAN_eff,FAN_eff,10.0,10.0
